Study,Sample,Mouse,Vendor (full),Vendor name,Location [Geographical region (city/state)],Country ,Centre Name,Institute,Country,Location [Geographical region (city/state)],Continent,Compartment,Alternative sample name,Biosample number,Diet,Dietary Supplement,Age,Sex,Barrier,Publication,Genetic background,Strain,Genotype,Notes,Library Layout,Library Selection,Treatment,Exclude,Luminal contents?,Ex-GF,
PRJEB32890,ERR3357577,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,HZI,Taconic Biosciences,Denmark,Ry,Europe,Colon,Tac130_21_Tac130co,SAMEA5689856,Chow,None,NA,NA,130,,C57BL/6,C57BL/6N,Wildtype,C57BL/6N,PAIRED,RANDOM,Control,,Luminal,,
PRJEB32890,ERR3357578,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,HZI,Taconic Biosciences,Denmark,Ry,Europe,Small intestine,Tac130_22_Tac130si,SAMEA5689857,Chow,None,NA,NA,130,,C57BL/6,C57BL/6N,Wildtype,C57BL/6N,PAIRED,RANDOM,Control,,Luminal,,
PRJEB32890,ERR3357579,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,HZI,Taconic Biosciences,Denmark,Ry,Europe,Caecum,Tac130_23_Tac130ce,SAMEA5689858,Chow,None,NA,NA,130,,C57BL/6,C57BL/6N,Wildtype,C57BL/6N,PAIRED,RANDOM,Control,,Luminal,,
PRJEB32890,ERR3357580,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,HZI,Taconic Biosciences,Denmark,Ry,Europe,Colon,Tac130_24_Tac130co,SAMEA5689859,Chow,None,NA,NA,130,,C57BL/6,C57BL/6N,Wildtype,C57BL/6N,PAIRED,RANDOM,Control,,Luminal,,
PRJEB32890,ERR3357581,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,HZI,Taconic Biosciences,Denmark,Ry,Europe,NA,Tac130_53_Tac130mp,SAMEA5689860,Chow,None,NA,NA,130,,C57BL/6,C57BL/6N,Wildtype,C57BL/6N,PAIRED,RANDOM,Control,,NA,,
PRJEB32890,ERR3357582,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,HZI,Taconic Biosciences,Denmark,Ry,Europe,Small intestine,Tac401_13_Tac401si,SAMEA5689861,Chow,None,NA,NA,410,,C57BL/6,C57BL/6N,Wildtype,C57BL/6N,PAIRED,RANDOM,Control,,Luminal,,
PRJEB32890,ERR3357583,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,HZI,Taconic Biosciences,Denmark,Ry,Europe,Caecum,Tac401_14_Tac401ce,SAMEA5689862,Chow,None,NA,NA,410,,C57BL/6,C57BL/6N,Wildtype,C57BL/6N,PAIRED,RANDOM,Control,,Luminal,,
PRJEB32890,ERR3357584,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,HZI,Taconic Biosciences,Denmark,Ry,Europe,Colon,Tac401_15_Tac401co,SAMEA5689863,Chow,None,NA,NA,410,,C57BL/6,C57BL/6N,Wildtype,C57BL/6N,PAIRED,RANDOM,Control,,Luminal,,
PRJEB32890,ERR3357585,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,HZI,Taconic Biosciences,Denmark,Ry,Europe,Small intestine,Tac401_16_Tac401si,SAMEA5689864,Chow,None,NA,NA,410,,C57BL/6,C57BL/6N,Wildtype,C57BL/6N,PAIRED,RANDOM,Control,,Luminal,,
PRJEB32890,ERR3357586,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,HZI,Taconic Biosciences,Denmark,Ry,Europe,Caecum,Tac401_17_Tac401ce,SAMEA5689865,Chow,None,NA,NA,410,,C57BL/6,C57BL/6N,Wildtype,C57BL/6N,PAIRED,RANDOM,Control,,Luminal,,
PRJEB32890,ERR3357587,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,HZI,Taconic Biosciences,Denmark,Ry,Europe,Colon,Tac401_18_Tac401co,SAMEA5689866,Chow,None,NA,NA,410,,C57BL/6,C57BL/6N,Wildtype,C57BL/6N,PAIRED,RANDOM,Control,,Luminal,,
PRJEB32890,ERR3357588,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,HZI,Taconic Biosciences,Denmark,Ry,Europe,Small intestine,Tac130_19_Tac130si,SAMEA5689867,Chow,None,NA,NA,130,,C57BL/6,C57BL/6N,Wildtype,C57BL/6N,PAIRED,RANDOM,Control,,Luminal,,
PRJEB32890,ERR3357589,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,HZI,Taconic Biosciences,Denmark,Ry,Europe,NA,Tac401_52_Tac401mp,SAMEA5689868,Chow,None,NA,NA,410,,C57BL/6,C57BL/6N,Wildtype,C57BL/6N,PAIRED,RANDOM,Control,,NA,,
PRJEB32890,ERR3357590,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,HZI,Taconic Biosciences,Denmark,Ry,Europe,Colon,Tac809-10_tdc2x8,SAMEA5689869,Chow,None,NA,NA,809,,C57BL/6,C57BL/6N,Wildtype,C57BL/6N,PAIRED,RANDOM,Control,,Luminal,,
PRJEB32890,ERR3357591,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,HZI,Taconic Biosciences,Denmark,Ry,Europe,Caecum,Tac809_50_Tac809ce,SAMEA5689870,Chow,None,NA,NA,809,,C57BL/6,C57BL/6N,Wildtype,C57BL/6N,PAIRED,RANDOM,Control,,Luminal,,
PRJEB32890,ERR3357592,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,HZI,Taconic Biosciences,Denmark,Ry,Europe,NA,Tac809-8_tac1x6,SAMEA5689871,Chow,None,NA,NA,809,,C57BL/6,C57BL/6N,Wildtype,C57BL/6N,PAIRED,RANDOM,Control,,NA,,
PRJEB32890,ERR3357593,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,HZI,Taconic Biosciences,Denmark,Ry,Europe,Small intestine,Tac809-9_tsi2x7,SAMEA5689872,Chow,None,NA,NA,809,,C57BL/6,C57BL/6N,Wildtype,C57BL/6N,PAIRED,RANDOM,Control,,Luminal,,
PRJEB32890,ERR3357594,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,HZI,Taconic Biosciences,Denmark,Ry,Europe,NA,Tac809-Taconic_mp,SAMEA5689873,Chow,None,NA,NA,809,,C57BL/6,C57BL/6N,Wildtype,C57BL/6N,PAIRED,RANDOM,Control,,NA,,
PRJEB32890,ERR3357615,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1220,SAMEA5690310,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357616,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1221,SAMEA5690311,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357617,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1222,SAMEA5690312,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357618,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1223,SAMEA5690313,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357619,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1224,SAMEA5690314,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357620,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1225,SAMEA5690315,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357621,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1226,SAMEA5690316,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357622,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1227,SAMEA5690317,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357623,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1228,SAMEA5690318,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357624,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1229,SAMEA5690319,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357625,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1230,SAMEA5690320,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357626,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1231,SAMEA5690321,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357627,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1232,SAMEA5690322,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357628,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1233,SAMEA5690323,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357629,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1234,SAMEA5690324,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357630,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1235,SAMEA5690325,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357631,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1236,SAMEA5690326,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357632,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1237,SAMEA5690327,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357633,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1238,SAMEA5690328,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357634,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1239,SAMEA5690329,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357635,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1240,SAMEA5690330,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357636,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1241,SAMEA5690331,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357637,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1242,SAMEA5690332,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357638,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1243,SAMEA5690333,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357639,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1244,SAMEA5690334,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357640,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1245,SAMEA5690335,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357641,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1246,SAMEA5690336,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357642,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1247,SAMEA5690337,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357643,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1248,SAMEA5690338,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB32890,ERR3357644,Wild,Wild,Wild,NA,NA,HZI,Helmholtz Centre for Infection Research,Germany,Braunschweig,Europe,Faeces,wildmice_C1249,SAMEA5690339,NA,None,NA,NA,,,Wild,Wild,Mus musculus domesticus,Wild,PAIRED,RANDOM,Wild,,Faecal,,
PRJEB6996,ERR580745,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,Sac1_W0,SAMEA2706363,Chow,None,10 weeks,Male,,https://www.nature.com/articles/nature13793,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Control,,Faecal,,
PRJEB6996,ERR580746,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,Sac 2 W0,SAMEA2706490,Chow,None,10 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Control,,Faecal,,
PRJEB6996,ERR580842,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,Sac_W0_3,SAMEA2707026,Chow,None,10 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Control,,Faecal,,
PRJEB6996,ERR580843,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,Sac_W0_4,SAMEA2707027,Chow,None,10 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Control,,Faecal,,
PRJEB6996,ERR580844,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,Sac_W11_1,SAMEA2707028,Chow,Saccharin,21 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Saccharin,,Faecal,,
PRJEB6996,ERR580845,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,Sac_W11_2,SAMEA2707029,Chow,Saccharin,21 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Saccharin,,Faecal,,
PRJEB6996,ERR580846,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,Sac_W11_3,SAMEA2707030,Chow,Saccharin,21 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Saccharin,,Faecal,,
PRJEB6996,ERR580847,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,Sac_W11_4,SAMEA2707031,Chow,Saccharin,21 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Saccharin,,Faecal,,
PRJEB6996,ERR580894,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,Glu_W0_1,SAMEA2707087,Chow,None,10 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Control,,Faecal,,
PRJEB6996,ERR580895,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,Glu_W0_2,SAMEA2707088,Chow,None,10 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Control,,Faecal,,
PRJEB6996,ERR580896,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,Glu_W0_3,SAMEA2707089,Chow,None,10 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Control,,Faecal,,
PRJEB6996,ERR580897,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,Glu_W0_4,SAMEA2707090,Chow,None,10 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Control,,Faecal,,
PRJEB6996,ERR580898,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,Glu_W11_1,SAMEA2707091,Chow,Glucose,21 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Glucose,,Faecal,,
PRJEB6996,ERR580899,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,Glu_W11_2,SAMEA2707092,Chow,Glucose,21 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Glucose,,Faecal,,
PRJEB6996,ERR580900,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,Glu_W11_3,SAMEA2707093,Chow,Glucose,21 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Glucose,,Faecal,,
PRJEB6996,ERR580901,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,Glu_W11_4,SAMEA2707094,Chow,Glucose,21 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Glucose,,Faecal,,
PRJEB6996,ERR580903,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,H2O_W0_1,SAMEA2707095,Chow,None,10 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Control,,Faecal,,
PRJEB6996,ERR580904,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,H2O_W0_2,SAMEA2707096,Chow,None,10 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Control,,Faecal,,
PRJEB6996,ERR580905,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,H2O_W0_3,SAMEA2707097,Chow,None,10 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Control,,Faecal,,
PRJEB6996,ERR580906,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,H2O_W0_4,SAMEA2707098,Chow,None,10 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Control,,Faecal,,
PRJEB6996,ERR580907,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,H2O_W11_1,SAMEA2707099,Chow,None,21 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Control,,Faecal,,
PRJEB6996,ERR580908,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,H2O_W11_2,SAMEA2707100,Chow,None,21 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Control,,Faecal,,
PRJEB6996,ERR580909,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,H2O_W11_3,SAMEA2707101,Chow,None,21 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Control,,Faecal,,
PRJEB6996,ERR580910,C57BL/6,ENVIGO (Harlan),ENVIGO,Jerusalem,Israel,WEIZMANN INSTITUTE OF SCIENCE,Weizmann Institute of Science,Israel,Rehovot,Asia,Faeces,H2O_W11_4,SAMEA2707102,Chow,None,21 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,SINGLE,UNSPECIFIED,Control,,Faecal,,
PRJEB7759,ERR675498,SV129,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,BEIJING GENOME INSTITUTE,National Institute of Nutrition and Seafood Research,Norway,Bergen,Europe,Faeces,SAMEA3134356,SAMEA3134356,Chow,None,15 weeks,Male,,https://www.nature.com/articles/nbt.3353,129/Sv,129/Sv,Wildtype,,PAIRED,OTHER,Control,,Faecal,,
PRJEB7759,ERR675499,SV129,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,BEIJING GENOME INSTITUTE,National Institute of Nutrition and Seafood Research,Norway,Bergen,Europe,Faeces,SAMEA3134357,SAMEA3134357,High Fat,None,15 weeks,Male,,,129/Sv,129/Sv,Wildtype,,PAIRED,OTHER,HFD,,Faecal,,
PRJEB7759,ERR675500,SV129,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,BEIJING GENOME INSTITUTE,National Institute of Nutrition and Seafood Research,Norway,Bergen,Europe,Faeces,SAMEA3134358,SAMEA3134358,Chow,None,15 weeks,Male,,,129/Sv,129/Sv,Wildtype,,PAIRED,OTHER,Control,,Faecal,,
PRJEB7759,ERR675501,SV129,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,BEIJING GENOME INSTITUTE,National Institute of Nutrition and Seafood Research,Norway,Bergen,Europe,Faeces,SAMEA3134359,SAMEA3134359,High Fat,None,15 weeks,Male,,,129/Sv,129/Sv,Wildtype,,PAIRED,OTHER,HFD,,Faecal,,
PRJEB7759,ERR675502,SV129,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,BEIJING GENOME INSTITUTE,National Institute of Nutrition and Seafood Research,Norway,Bergen,Europe,Faeces,SAMEA3134360,SAMEA3134360,Chow,None,15 weeks,Male,,,129/Sv,129/Sv,Wildtype,,PAIRED,OTHER,Control,,Faecal,,
PRJEB7759,ERR675503,SV129,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,BEIJING GENOME INSTITUTE,National Institute of Nutrition and Seafood Research,Norway,Bergen,Europe,Faeces,SAMEA3134361,SAMEA3134361,High Fat,None,15 weeks,Male,,,129/Sv,129/Sv,Wildtype,,PAIRED,OTHER,HFD,,Faecal,,
PRJEB7759,ERR675504,SV129,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,BEIJING GENOME INSTITUTE,National Institute of Nutrition and Seafood Research,Norway,Bergen,Europe,Faeces,SAMEA3134362,SAMEA3134362,Chow,None,15 weeks,Male,,,129/Sv,129/Sv,Wildtype,,PAIRED,OTHER,Control,,Faecal,,
PRJEB7759,ERR675505,SV129,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,BEIJING GENOME INSTITUTE,National Institute of Nutrition and Seafood Research,Norway,Bergen,Europe,Faeces,SAMEA3134363,SAMEA3134363,High Fat,None,15 weeks,Male,,,129/Sv,129/Sv,Wildtype,,PAIRED,OTHER,HFD,,Faecal,,
